"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","","","74","","IntegrationTests","","IntegrationTests.UserServiceITCase","","testUpdateUser_EmailAlreadyExists",""
"passed","","","74","","IntegrationTests","","IntegrationTests.TrainerRepositoryCreateITCase","","testCreateTrainer_DublicateUserId",""
"passed","","","73","","IntegrationTests","","IntegrationTests.UserRepositoryFindITCase","","testFindUserAll_Success",""
"passed","","","66","","IntegrationTests","","IntegrationTests.UserRepositoryFindITCase","","testFindUserById_NotFound",""
"passed","","","32","","UnitTests","","UnitTests.TrainerServiceTests","","testCreateTrainer_UserAlreadyHasTrainer",""
"passed","","","101","","UnitTests","","UnitTests.TrainerRepositoryTests","","testDeleteTrainer_NotFound",""
"passed","","","92","","UnitTests","","UnitTests.MembershipRepositoryTests","","testUpdateMembership_Success",""
"passed","","","39","","UnitTests","","UnitTests.MembershipServiceTests","","testCreateMembership_InvalidMembershipTypeId",""
"passed","","","30","","UnitTests","","UnitTests.MembershipServiceTests","","testUpdateMembership_Success",""
"passed","","","110","","UnitTests","","UnitTests.AttendanceServiceTests","","testCreate_DuplicateExists",""
"passed","","","66","","IntegrationTests","","IntegrationTests.TrainingRoomRepositoryFindITCase","","testFindTrainingRoomById_NotFound",""
"passed","","","75","","IntegrationTests","","IntegrationTests.TrainerRepositoryCreateITCase","","testCreateTrainer_Success",""
"passed","","","90","","UnitTests","","UnitTests.UserRepositoryTests","","testUpdateUser_Success",""
"passed","","","28","","UnitTests","","UnitTests.MembershipTypeServiceTests","","testUpdateMembershipType_NameAlreadyExists",""
"passed","","","99","","IntegrationTests","","IntegrationTests.AttendanceRepositoryDeleteITCase","","testDeleteAttendance_Success",""
"passed","","","71","","IntegrationTests","","IntegrationTests.MembershipRepositoryDeleteITCase","","testDeleteMembership_NotFound",""
"passed","","","85","","UnitTests","","UnitTests.AuthServiceTests","","testLogin_UserNotFound",""
"passed","","","72","","IntegrationTests","","IntegrationTests.TrainingRepositoryFindITCase","","testFindTrainingByRoomId_NotFound",""
"passed","","","21","","UnitTests","","UnitTests.UserServiceTests","","testUpdateUser_UserNotFound",""
"passed","","","66","","IntegrationTests","","IntegrationTests.UserRepositoryFindITCase","","testFindUserByEmail_NotFound",""
"passed","","","27","","UnitTests","","UnitTests.TrainerServiceTests","","testDeleteTrainer_NotFound",""
"passed","","","71","","IntegrationTests","","IntegrationTests.UserRepositoryCreateITCase","","testCreateUser_Success",""
"passed","","","73","","IntegrationTests","","IntegrationTests.TrainingRepositoryFindITCase","","testFindTrainingById_NotFound",""
"passed","","","750","","IntegrationTests","","IntegrationTests.UserServiceITCase","","testUpdateUser_Success",""
"passed","","","72","","IntegrationTests","","IntegrationTests.MembershipTypeServiceITCase","","testUpdateMembershipType_NameAlreadyExists",""
"passed","","","73","","IntegrationTests","","IntegrationTests.UserServiceITCase","","testUpdateUser_PhoneNumberAlreadyExists",""
"passed","","","64","","IntegrationTests","","IntegrationTests.TrainingRoomRepositoryDeleteITCase","","testDeleteTrainingRoom_NotFound",""
"passed","","","71","","IntegrationTests","","IntegrationTests.MembershipTypeRepositoryUpdateITCase","","testUpdateMembershipType_Success",""
"passed","","","85","","UnitTests","","UnitTests.MembershipRepositoryTests","","testDeleteMembership_Success",""
"passed","","","72","","IntegrationTests","","IntegrationTests.MembershipServiceITCase","","testDeleteMembership_NotFound",""
"passed","","","68","","IntegrationTests","","IntegrationTests.TrainerServiceITCase","","testDeleteTrainer_NotFound",""
"passed","","","68","","IntegrationTests","","IntegrationTests.MembershipTypeRepositoryCreateITCase","","testCreateMembershipType_DuplicateId",""
"passed","","","71","","IntegrationTests","","IntegrationTests.TrainingRoomRepositoryDeleteITCase","","testDeleteTrainingRoom_Success",""
"passed","","","37","","UnitTests","","UnitTests.MembershipTypeServiceTests","","testUpdateMembershipType_NotFound",""
"passed","","","65","","IntegrationTests","","IntegrationTests.TrainingRoomRepositoryFindITCase","","testFindTrainingRoomByName_NotFound",""
"passed","","","67","","IntegrationTests","","IntegrationTests.AuthServiceITCase","","testLogin_UserNotFound",""
"passed","","","127","","UnitTests","","UnitTests.TrainerServiceTests","","testUpdateTrainer_UserAlreadyHasTrainer",""
"passed","","","74","","IntegrationTests","","IntegrationTests.UserRepositoryUpdateITCase","","testUpdateUser_DuplicateEmail",""
"passed","","","81","","IntegrationTests","","IntegrationTests.AttendanceRepositoryDeleteITCase","","testDeleteAttendance_NotFound",""
"passed","","","72","","IntegrationTests","","IntegrationTests.MembershipTypeServiceITCase","","testDelete_Success",""
"passed","","","70","","IntegrationTests","","IntegrationTests.UserRepositoryCreateITCase","","testCreateUser_DuplicateId",""
"passed","","","93","","UnitTests","","UnitTests.TrainingRepositoryTests","","testUpdateTraining_NotFound",""
"passed","","","27","","UnitTests","","UnitTests.AttendanceServiceTests","","testUpdate_Success",""
"passed","","","82","","IntegrationTests","","IntegrationTests.MembershipRepositoryCreateITCase","","testCreateMembership_Success",""
"passed","","","72","","IntegrationTests","","IntegrationTests.MembershipRepositoryUpdateITCase","","testUpdateMembership_NotFound",""
"passed","","","70","","IntegrationTests","","IntegrationTests.MembershipTypeRepositoryCreateITCase","","testCreateMembershipType_DuplicateName",""
"passed","","","42","","UnitTests","","UnitTests.AttendanceServiceTests","","testDelete_Fails_WhenNotFound",""
"passed","","","75","","IntegrationTests","","IntegrationTests.UserRepositoryUpdateITCase","","testUpdateUser_DuplicatePhone",""
"passed","","","67","","IntegrationTests","","IntegrationTests.TrainingRoomRepositoryCreateITCase","","testCreateTrainingRoom_DublicateName",""
"passed","","","96","","IntegrationTests","","IntegrationTests.AttendanceServiceITCase","","testCreate_Success",""
"passed","","","41","","UnitTests","","UnitTests.TrainingServiceTests","","testCreateTraining_Success",""
"passed","","","73","","IntegrationTests","","IntegrationTests.TrainingRepositoryDeleteITCase","","testDeleteTraining_NotFound",""
"passed","","","23","","UnitTests","","UnitTests.TrainingRoomServiceTests","","testDeleteRoom_Success",""
"passed","","","66","","IntegrationTests","","IntegrationTests.MembershipTypeRepositoryFindITCase","","testFindMembershipTypeById_NotFound",""
"passed","","","127","","UnitTests","","UnitTests.TrainerRepositoryTests","","testDeleteTrainer_Success",""
"passed","","","744","","IntegrationTests","","IntegrationTests.AuthServiceITCase","","testLogin_SuccessByEmail",""
"passed","","","117","","UnitTests","","UnitTests.TrainingRepositoryTests","","testUpdateTraining_Success",""
"passed","","","66","","IntegrationTests","","IntegrationTests.UserRepositoryFindITCase","","testFindUserByPhone_NotFound",""
"passed","","","76","","IntegrationTests","","IntegrationTests.MembershipServiceITCase","","testCreateMembership_InvalidMembershipTypeId",""
"passed","","","69","","IntegrationTests","","IntegrationTests.MembershipTypeRepositoryCreateITCase","","testCreateMembershipType_Success",""
"passed","","","114","","UnitTests","","UnitTests.MembershipTypeRepositoryTests","","testUpdateMembershipType_Success",""
"passed","","","68","","IntegrationTests","","IntegrationTests.TrainingRoomRepositoryFindITCase","","testFindTrainingRoomById_Success",""
"passed","","","29","","UnitTests","","UnitTests.AuthServiceTests","","testLogin_SuccessByEmail",""
"passed","","","49","","UnitTests","","UnitTests.TrainingRoomServiceTests","","testUpdateRoom_NotFound",""
"passed","","","100","","UnitTests","","UnitTests.MembershipTypeServiceTests","","testUpdateMembershipType_Success",""
"passed","","","109","","UnitTests","","UnitTests.TrainingRepositoryTests","","testDeleteTraining_Success",""
"passed","","","98","","IntegrationTests","","IntegrationTests.AttendanceRepositoryCreateITCase","","testCreateAttendance_Success",""
"passed","","","110","","UnitTests","","UnitTests.AttendanceRepositoryTests","","testDeleteAttendance_NotFound",""
"passed","","","27","","UnitTests","","UnitTests.AttendanceServiceTests","","testUpdate_NotFound",""
"passed","","","27","","UnitTests","","UnitTests.TrainingServiceTests","","testDeleteTraining_NotFound",""
"passed","","","89","","IntegrationTests","","IntegrationTests.MembershipServiceITCase","","testUpdateMembership_Success",""
"passed","","","29","","UnitTests","","UnitTests.AuthServiceTests","","testLogin_SuccessByPhoneNumber",""
"passed","","","27","","UnitTests","","UnitTests.AttendanceServiceTests","","testUpdate_InvalidMembershipTrainingUnique",""
"passed","","","39","","UnitTests","","UnitTests.TrainingServiceTests","","testUpdateTraining_InvalidDate",""
"passed","","","83","","IntegrationTests","","IntegrationTests.MembershipRepositoryUpdateITCase","","testUpdateMembership_Success",""
"passed","","","23","","UnitTests","","UnitTests.UserServiceTests","","testUpdateUser_PhoneNumberAlreadyExists",""
"passed","","","65","","IntegrationTests","","IntegrationTests.TrainingRoomRepositoryUpdateITCase","","testUpdateTrainingRoom_NotFound",""
"passed","","","77","","IntegrationTests","","IntegrationTests.TrainerServiceITCase","","testDeleteTrainer_Success",""
"passed","","","105","","UnitTests","","UnitTests.MembershipTypeRepositoryTests","","testDeleteMembershipType_Success",""
"passed","","","83","","IntegrationTests","","IntegrationTests.TrainingRepositoryCreateITCase","","testCreateTraining_Success",""
"passed","","","22","","UnitTests","","UnitTests.MembershipServiceTests","","testUpdateMembership_NotFound",""
"passed","","","65","","IntegrationTests","","IntegrationTests.UserServiceITCase","","testDeleteUser_UserNotFound",""
"passed","","","82","","IntegrationTests","","IntegrationTests.AttendanceRepositoryUpdateITCase","","testUpdateAttendance_NotFound",""
"passed","","","72","","IntegrationTests","","IntegrationTests.MembershipTypeRepositoryUpdateITCase","","testUpdateMembershipType_DuplicateName",""
"passed","","","65","","IntegrationTests","","IntegrationTests.MembershipTypeRepositoryUpdateITCase","","testUpdateMembershipType_NotFound",""
"passed","","","68","","IntegrationTests","","IntegrationTests.TrainerRepositoryFindITCase","","testFindTrainerByUserId_NotFound",""
"passed","","","68","","IntegrationTests","","IntegrationTests.TrainingRoomServiceITCase","","testCreateRoom_NameAlreadyExists",""
"passed","","","75","","IntegrationTests","","IntegrationTests.TrainerRepositoryFindITCase","","testFindTrainerByUserId_Success",""
"passed","","","103","","UnitTests","","UnitTests.MembershipTypeRepositoryTests","","testDeleteMembershipType_NotFound",""
"passed","","","86","","IntegrationTests","","IntegrationTests.TrainingRepositoryUpdateITCase","","testUpdateTraining_Success",""
"passed","","","78","","IntegrationTests","","IntegrationTests.TrainerRepositoryUpdateITCase","","testUpdateTrainer_Success",""
"passed","","","744","","IntegrationTests","","IntegrationTests.AuthServiceITCase","","testLogin_InvalidPassword",""
"passed","","","83","","IntegrationTests","","IntegrationTests.TrainingRepositoryFindITCase","","testFindTrainingByRoomId_Success",""
"passed","","","745","","IntegrationTests","","IntegrationTests.UserServiceITCase","","testCreateUser_Success",""
"passed","","","90","","UnitTests","","UnitTests.MembershipRepositoryTests","","testUpdateMembership_NotFound",""
"passed","","","80","","IntegrationTests","","IntegrationTests.MembershipServiceITCase","","testCreateMembership_Success",""
"passed","","","100","","IntegrationTests","","IntegrationTests.AttendanceServiceITCase","","testDelete_Success",""
"passed","","","32","","UnitTests","","UnitTests.UserServiceTests","","testDeleteUser_Success",""
"passed","","","70","","IntegrationTests","","IntegrationTests.TrainingRoomRepositoryUpdateITCase","","testUpdateTrainingRoom_DublicateName",""
"passed","","","80","","IntegrationTests","","IntegrationTests.MembershipRepositoryFindITCase","","testFindMembershipById_Success",""
"passed","","","96","","IntegrationTests","","IntegrationTests.AttendanceServiceITCase","","testCreate_DuplicateExists",""
"passed","","","110","","UnitTests","","UnitTests.TrainingServiceTests","","testUpdateTraining_Success",""
"passed","","","83","","IntegrationTests","","IntegrationTests.TrainingServiceITCase","","testCreateTraining_Success",""
"passed","","","82","","IntegrationTests","","IntegrationTests.AttendanceRepositoryFindITCase","","testFindAttendanceById_NotFound",""
"passed","","","76","","IntegrationTests","","IntegrationTests.TrainerServiceITCase","","testUpdateTrainer_Success",""
"passed","","","64","","IntegrationTests","","IntegrationTests.TrainingRoomServiceITCase","","testDeleteRoom_NotFound",""
"passed","","","89","","UnitTests","","UnitTests.MembershipServiceTests","","testDeleteMembership_NotFound",""
"passed","","","69","","IntegrationTests","","IntegrationTests.MembershipTypeServiceITCase","","testCreateMembershipType_NameAlreadyExists",""
"passed","","","25","","UnitTests","","UnitTests.UserServiceTests","","testUpdateUser_EmailAlreadyExists",""
"passed","","","85","","IntegrationTests","","IntegrationTests.TrainingRepositoryDeleteITCase","","testDeleteTraining_Success",""
"passed","","","84","","UnitTests","","UnitTests.MembershipRepositoryTests","","testDeleteMembership_NotFound",""
"passed","","","83","","IntegrationTests","","IntegrationTests.MembershipRepositoryDeleteITCase","","testDeleteMembership_Success",""
"passed","","","81","","IntegrationTests","","IntegrationTests.AttendanceServiceITCase","","testUpdate_NotFound",""
"passed","","","49","","UnitTests","","UnitTests.TrainingRoomServiceTests","","testDeleteRoom_NotFound",""
"passed","","","36","","UnitTests","","UnitTests.UserServiceTests","","testDeleteUser_UserNotFound",""
"passed","","","73","","IntegrationTests","","IntegrationTests.TrainingRoomServiceITCase","","testDeleteRoom_Success",""
"passed","","","23","","UnitTests","","UnitTests.TrainingRoomServiceTests","","testUpdateRoom_NameAlreadyExists",""
"passed","","","71","","IntegrationTests","","IntegrationTests.UserServiceITCase","","testCreateUser_PhoneNumberAlreadyExists",""
"passed","","","74","","IntegrationTests","","IntegrationTests.TrainingServiceITCase","","testUpdateTraining_NotFound",""
"passed","","","73","","IntegrationTests","","IntegrationTests.MembershipServiceITCase","","testUpdateMembership_NotFound",""
"passed","","","74","","IntegrationTests","","IntegrationTests.TrainerServiceITCase","","testCreateTrainer_Success",""
"passed","","","65","","IntegrationTests","","IntegrationTests.MembershipTypeRepositoryDeleteITCase","","testDeleteMembershipType_NotFound",""
"passed","","","83","","IntegrationTests","","IntegrationTests.MembershipServiceITCase","","testDeleteMembership_Success",""
"passed","","","68","","IntegrationTests","","IntegrationTests.TrainerRepositoryDeleteITCase","","testDeleteTrainer_NotFound",""
"passed","","","101","","UnitTests","","UnitTests.TrainerRepositoryTests","","testUpdateTrainer_Success",""
"passed","","","69","","IntegrationTests","","IntegrationTests.TrainingRoomServiceITCase","","testUpdateRoom_NameAlreadyExists",""
"passed","","","66","","IntegrationTests","","IntegrationTests.UserRepositoryUpdateITCase","","testUpdateUser_UserNotFound",""
"passed","","","105","","UnitTests","","UnitTests.UserRepositoryTests","","testDeleteUser_Success",""
"passed","","","98","","UnitTests","","UnitTests.MembershipTypeRepositoryTests","","testUpdateMembershipType_NotFound",""
"passed","","","71","","IntegrationTests","","IntegrationTests.MembershipTypeRepositoryDeleteITCase","","testDeleteMembershipType_Success",""
"passed","","","77","","IntegrationTests","","IntegrationTests.TrainerRepositoryCreateITCase","","testCreateTrainer_DublicateId",""
"passed","","","101","","IntegrationTests","","IntegrationTests.AttendanceRepositoryUpdateITCase","","testUpdateAttendance_Success",""
"passed","","","71","","IntegrationTests","","IntegrationTests.TrainingRoomServiceITCase","","testUpdateRoom_Success",""
"passed","","","72","","UnitTests","","UnitTests.TrainingRoomRepositoryTests","","testDeleteTrainingRoom_NotFound",""
"passed","","","88","","IntegrationTests","","IntegrationTests.TrainingServiceITCase","","testUpdateTraining_Success",""
"passed","","","72","","IntegrationTests","","IntegrationTests.UserRepositoryFindITCase","","testFindUserByEmail_Success",""
"passed","","","65","","IntegrationTests","","IntegrationTests.TrainingRoomServiceITCase","","testUpdateRoom_NotFound",""
"passed","","","29","","UnitTests","","UnitTests.AuthServiceTests","","testLogin_InvalidPassword",""
"passed","","","69","","IntegrationTests","","IntegrationTests.TrainerServiceITCase","","testUpdateTrainer_NotFound",""
"passed","","","70","","IntegrationTests","","IntegrationTests.UserRepositoryFindITCase","","testFindUserByPhone_Success",""
"passed","","","98","","IntegrationTests","","IntegrationTests.AttendanceRepositoryFindITCase","","testFindAttendanceById_Success",""
